n_input,canonical,cont_neurons,bin_neurons
4,1973,3,2
4,300,3,2
4,280,3,2
4,278,3,2
4,318,3,2
4,382,3,2
4,360,3,2
4,408,3,2
4,362,3,2
4,391,3,2
4,494,3,2
4,510,3,2
4,829,3,2
4,854,3,2
4,893,3,2
4,894,3,2
4,874,3,2
